03M283,M283,Manhattan Theatre Lab High School,DOE,General Academic,High school,09 10 11 12,09 10 11 12,Sep 8 2004,Open,M490,122 AMSTERDAM AVENUE,MANHATTAN,NY,10023,3,3,M803,COMMUNITY SCHOOL DISTRICT 03,true
17K334,K334,Middle School for Academic and Social Excellence,DOE,General Academic,Junior High-Intermediate-Middle,0K 06 07 08 SE,6/7/2008,Jul 1 2005,Open,K390,1224 PARK PLACE,BROOKLYN,NY,11213,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,true
17K354,K354,The School of Integrated Learning,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 2005,Open,K390,1224 PARK PLACE,BROOKLYN,NY,11213,17,17,K817,COMMUNITY SCHOOL DISTRICT 17,true
84K357,K357,KIPP AMP Charter School,Charter,General Academic,K-12 all grades,0K 04 05 06 07 08 09 10 11 12 SE,0K 01 02 03 04 05 06 07 08 09 10 11 12,Jul 1 2005,Open,K390,1224 PARK PLACE,BROOKLYN,NY,11213,17,84,K01D,OFFICE OF CHARTER SCHOOLS,true
32K562,K562,Evergreen Middle School for Urban Exploration,DOE,General Academic,Junior High-Intermediate-Middle,06 07 SE,6/7/2008,Jul 1 2012,Open,K296,125 COVERT STREET,BROOKLYN,NY,11207,32,32,K832,COMMUNITY SCHOOL DISTRICT 32,true
32K296,K296,I.S. 296 - The Anna Gonzalez Community School,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 1961,Open,K296,125 COVERT STREET,BROOKLYN,NY,11207,32,32,K832,COMMUNITY SCHOOL DISTRICT 32,true
10X382,X382,Elementary School for Math  Science  and Technology,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 2008,Open,X079,125 EAST 181 STREET,BRONX,NY,10453,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,true
10X447,X447,CRESTON ACADEMY,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 2009,Open,X079,125 EAST 181 STREET,BRONX,NY,10453,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,true
10X386,X386,School for Environmental Citizenship,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,PK 0K 01 02 03 04 05,Jul 1 2008,Open,X079,125 EAST 181 STREET,BRONX,NY,10453,10,10,X810,COMMUNITY SCHOOL DISTRICT 10,true
16K385,K385,School of Business  Finance and Entrepreneurship,DOE,General Academic,Junior High-Intermediate-Middle,0K 06 07 08 SE,6/7/2008,Jul 1 1999,Open,K057,125 STUYVESANT AVENUE,BROOKLYN,NY,11221,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,true
16K057,K057,J.H.S. 057 Whitelaw Reid,DOE,General Academic,Junior High-Intermediate-Middle,06 07 08 SE,6/7/2008,Jul 1 1954,Open,K057,125 STUYVESANT AVENUE,BROOKLYN,NY,11221,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,true
16K688,K688,The Brooklyn Academy of Global Finance,DOE,General Academic,High school,09 10 11 12 SE,09 10 11 12,Jul 1 2009,Open,K057,125 STUYVESANT AVENUE,BROOKLYN,NY,11221,16,16,K816,COMMUNITY SCHOOL DISTRICT 16,true
12X195,X195,P.S. 195,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,02 03 04 05,Jul 1 1999,Open,X077,1250 WARD AVENUE,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,true
12X196,X196,P.S. 196,DOE,General Academic,Elementary,0K 01 02 03 04 05 SE,02 03 04 05,Jul 1 1999,Open,X077,1250 WARD AVENUE,BRONX,NY,10472,12,12,X812,COMMUNITY SCHOOL DISTRICT 12,true
28Q030,Q030,P.S. 030 Queens,DOE,General Academic,Elementary,04 05 SE,PK 0K 01 02 03 04 05,Jul 1 1965,Open,Q030,126-10 BEDELL STREET,QUEENS,NY,11434,28,28,Q828,COMMUNITY SCHOOL DISTRICT 28,true
84X177,X177,MOTT HALL CHARTER SCHOOL,Charter,General Academic,Junior High-Intermediate-Middle,6/7/2015,6/7/2008,Jul 1 2012,Open,X063,1260 FRANKLIN AVENUE,BRONX,NY,10456,9,84,K01D,OFFICE OF CHARTER SCHOOLS,true
